 母公司	 最終母公司	 NPI/PI	 DRSK'		 產品代碼	 發行人	 證券名稱	 幣別	" 參考賣出價
"		" 參考買入價
"	 前手息	 1日價格變動	 利差	 指標	 五日價格變動			 參考買回殖利率	 參考到期殖利率	" 距買
回年"	" 距到
期年"	 穆迪	 穆迪評價日	 標普	 標普評價日	 惠譽	 惠譽評價日	 票息	 配息頻率	 下一配息日	" 票息
Type"	" 浮動
SPREAD"	" 發行日
Issue Date"	 下一買回日	 到期日	" Bullet/
Callable"	 償債順位	 最小單位	 涉險國家	 行業	 產業	 PERPETUAL	" COCO
SECURITY"	" BASEL
III"	" COCO
ACTION"	" COCO
TRIGGER"	" TRIGGER
LEVEL"	" TRIGGER
TYPE"	 WRITE_DOWN_TYPE	" 美國
所得"	 國家	" OBU之
PI /NPI"	 上季風險	 風險等級	 風險變動	" OBU之
PI /NPI"	 風險等級	 outstanding (MM)	 償債順位
Kingdom of Saudi Arabia	Kingdom of Saudi Arabia	NPI	 	 [NEW-LINE]	 XS1936302949	 Saudi Government Internation	KSA 5 1/4 01/16/50	USD	92.2 		97.4 	#N/A Optional parameter [SETTLE_DT] has invalid date format	(0.010)	126 	T 4 3/4 11/15/53	(1.18)				5.44 		25.8 	A1	2019/1/10		#VALUE!	A+	2023/4/5	5.25	2	2024/7/16	FIXED		2019/1/9		2050/1/16	B	Sr Unsecured	200000	SA	Sovereign	Government	N									SR	NPI	穩健型	保守型	Y	NPI	穩健型	  3,500 	 優先無擔保
	Westpac Banking Corp	PI	 	 [NEW-LINE]	 US961214EY50	 西太平洋銀行公司	WSTP 3.133 11/18/41	USD	68.7179718		74.2 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.333 	126 	T 4 1/2 02/15/44	(1.13)				5.43 		17.7 	A3	2024/3/6	BBB+	2021/11/9	A-	2021/11/12	3.133	2	2024/5/18	FIXED		2021/11/8		2041/11/18	B	Subordinated	2000	AU	Banks	Financial	N		Tier 2	Equity Conversion			Discretionary			AU	NPI	穩健型	保守型	Y	PI	積極型	  1,000 	 次順位
				 [NEW-LINE]	 USF2R125CH68	 法國農業信貸銀行有限責任公司	ACAFP 2.811 01/11/41	USD	66.05697632		71.4 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.214 							5.42 		16.8 	Baa1	2021/1/6	BBB+	2021/1/6	A-	2021/1/6	2.811	2	2024/7/11	FIXED		2021/1/5		2041/1/11	B	Subordinated	250000	FR	Banks	Financial	N		Tier 2							FR	NPI	穩健型	保守型	Y	PI	積極型	  1,500 	 次順位
				 [NEW-LINE]	 US172967HA25	 花旗集團	C 6.675 09/13/43	USD	108.887		114.9 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.314 							5.42 		19.5 	Baa2	2019/2/21	BBB	2015/12/2	BBB+	2020/4/22	6.675	2	2024/9/13	FIXED		2013/9/10		2043/9/13	B	Subordinated	1000	US	Banks	Financial	N		Tier 2						Y	US	NPI	穩健型	保守型	Y	0	積極型	  1,000 	 次順位
				 [NEW-LINE]	 US06738ECE32	 巴克萊集團	BACR 7.437 11/02/33	USD	109.681		114.9 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.048 						5.25 	5.42 	8.6 	9.6 	Baa1	2023/3/10	BBB+	2023/5/19	A	2022/11/3	7.437	2	2024/5/2	VARIABLE	350	2022/10/27	2032/11/2	2033/11/2	C	Sr Unsecured	200000	GB	Banks	Financial	N									EN	NPI	穩健型	保守型	Y	NPI	積極型	  2,000 	 優先無擔保
	Westpac Banking Corp	PI	 	 [NEW-LINE]	 US961214EQ27	 西太平洋銀行公司	WSTP 2.963 11/16/40	USD	67.92897797		73.4 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.221 	126 	T 4 1/2 02/15/44	(0.94)				5.41 		16.7 	A3	2024/3/6	BBB+	2020/11/10	A-	2020/11/13	2.963	2	2024/5/16	FIXED		2020/11/9		2040/11/16	B	Subordinated	2000	AU	Banks	Financial	N		Tier 2	Equity Conversion			Discretionary			AU	NPI	穩健型	保守型	Y	PI	積極型	  1,000 	 次順位
	BNP Paribas SA	PI	 	 [NEW-LINE]	 US09660V2C60	 法國巴黎銀行有限責任公司	BNP 2.824 01/26/41	USD	66.49274445		71.9 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.264 	124 	T 4 1/2 02/15/44	(1.03)				5.38 		16.9 	Baa2	2022/7/5	BBB+	2021/1/22	A-	2021/1/22	2.824	2	2024/7/26	FIXED		2021/1/19		2041/1/26	B	Subordinated	200000	FR	Banks	Financial	N		Tier 2							FR	NPI	穩健型	保守型	Y	PI	積極型	  1,250 	 次順位
	HSBC Holdings PLC	PI	 	 [NEW-LINE]	 US404280AH22	 匯豐控股有限公司	HSBC 6 1/2 09/15/37	USD	104.88		110.6 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.307 	144 	T 4 02/15/34	(0.62)				5.38 		13.5 	Baa1	2021/6/8	BBB	2020/5/13	A-	2020/4/1	6.5	2	2024/9/15	FIXED		2007/9/5		2037/9/15	B	Subordinated	100000	GB	Banks	Financial	N		Tier 2							EN	NPI	穩健型	保守型	Y	PI	積極型	  1,515 	 次順位
	Vodafone Group PLC	NPI	 	 [NEW-LINE]	 US92857WBM10	 沃達豐集團公開有限公司	VOD 5 1/4 05/30/48	USD	92.6 		98.3 	#N/A Optional parameter [SETTLE_DT] has invalid date format	(0.006)	120 	T 4 3/4 11/15/53	(0.55)				5.38 		24.2 	Baa2	2019/2/26	BBB	2019/8/1	BBB	2019/8/13	5.25	2	2024/5/30	FIXED		2018/5/23		2048/5/30	B	Sr Unsecured	1000	GB	Telecommunications	Communications	N									EN	NPI	穩健型	保守型	Y	NPI	積極型	  1,444 	 優先無擔保
Kingdom of Saudi Arabia	Kingdom of Saudi Arabia	NPI	 	 [NEW-LINE]	 XS1508675508	 Saudi Government Internation	KSA 4 1/2 10/26/46	USD	83.3 		88.6 	#N/A Optional parameter [SETTLE_DT] has invalid date format	(0.028)	113 	T 4 1/2 02/15/44	(1.44)				5.38 		22.6 	A1	2016/10/24		#VALUE!	A+	2023/4/5	4.5	2	2024/4/26	FIXED		2016/10/19		2046/10/26	B	Sr Unsecured	200000	SA	Sovereign	Government	N									SR	NPI	穩健型	保守型	Y	NPI	穩健型	  6,500 	 優先無擔保
	HP Inc	NPI	 	 [NEW-LINE]	 US428236BR31	 惠普公司	HPQ 6 09/15/41	USD	101.6484909		107.1 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.220 	113 	T 4 1/2 02/15/44	(0.95)				5.37 		17.5 	Baa2	2015/8/14	BBB	2015/10/30	BBB+	2015/11/3	6	2	2024/9/15	FIXED		2011/9/13		2041/9/15	B	Sr Unsecured	2000	US	Computers	Technology	N								Y	US	NPI	穩健型	保守型	Y	NPI	積極型	  1,200 	 優先無擔保
				 [NEW-LINE]	 USF2893TAE67	 法國電力有限責任公司	EDF 5.6 01/27/40	USD	96.4 		102.5 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.204 	115 	T 4 1/2 02/15/44	(0.89)				5.37 		15.9 	Baa1	2022/2/21	BBB	2022/12/14	BBB+	2022/3/2	5.6	2	2024/7/27	FIXED		2010/1/21		2040/1/27	B	Sr Unsecured	2000	FR	Electric	Utilities	N									FR	NPI	穩健型	保守型	Y	NPI	穩健型	  850 	 優先無擔保
Macquarie BH Pty Ltd	Macquarie Group Ltd	PI	 	 [NEW-LINE]	 USQ568A9SS79	 麥格里銀行有限公司	MQGAU 6.798 01/18/33	USD	104.6892319		110.1 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.434 	154 	T 4 02/15/34	(0.71)				5.35 		8.8 	A3	2024/3/6	BBB	2023/1/12	BBB+	2023/1/12	6.798	2	2024/7/18	FIXED		2023/1/10		2033/1/18	B	Subordinated	200000	AU	Banks	Financial	N		Tier 2	Equity Conversion/Write Down			Discretionary			AU	NPI	穩健型	保守型	Y	PI	積極型	  1,000 	 次順位
				 [NEW-LINE]	 US00206RDJ86	 AT&T公司	T 4 1/2 03/09/48	USD	83.063		88.8 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.043 	118 	T 4 3/4 11/15/53	(1.23)			5.35 	5.34 	23.5 	24.0 	Baa2	2018/6/15	BBB	2018/6/15	BBB+	2021/3/12	4.5	2	2024/9/9	FIXED		2016/11/16	2047/9/9	2048/3/9	C	Sr Unsecured	2000	US	Telecommunications	Communications	N								Y	US	NPI	穩健型	保守型	Y	NPI	積極型	  1,733 	 優先無擔保
Kingdom of Saudi Arabia	Kingdom of Saudi Arabia	NPI	 	 [NEW-LINE]	 XS1982116136	 沙烏地阿拉伯國家石油公司	ARAMCO 4 3/8 04/16/49	USD	81.0 		86.9 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.094 	118 	T 4 3/4 11/15/53	(0.20)				5.33 		25.1 	A1	2021/11/10		#VALUE!	A+	2023/4/13	4.375	2	2024/4/16	FIXED		2019/4/8		2049/4/16	B	Sr Unsecured	200000	SA	Oil&Gas	Energy	N									SR	NPI	穩健型	保守型	Y	NPI	穩健型	  3,000 	 優先無擔保
				 [NEW-LINE]	 US31428XCA28	 聯邦快遞公司	FDX 5 1/4 05/15/50	USD	93.65419006		98.9 	#N/A Optional parameter [SETTLE_DT] has invalid date format	(0.186)	114 	T 4 3/4 11/15/53	(1.11)			5.33 	5.33 	25.7 	26.2 	Baa2	2020/4/6	BBB	2020/4/3		#VALUE!	5.25	2	2024/5/15	FIXED		2020/4/3	2049/11/15	2050/5/15	C	Sr Unsecured	2000	US	Transportation	Industrial	N								Y	US	NPI	穩健型	保守型	Y	NPI	積極型	  1,250 	 優先無擔保
	Commonwealth Bank of Australia	PI	 	 [NEW-LINE]	 USQ2704MAB48	 澳洲聯邦銀行	CBAAU 3.743 09/12/39	USD	77.85216522		83.6 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.343 	140 	T 4 02/15/34	(1.03)				5.31 		15.5 	Baa1 *+	2024/3/6	BBB+	2019/10/24	A-	2020/4/7	3.743	2	2024/9/12	FIXED		2019/9/5		2039/9/12	B	Subordinated	200000	AU	Banks	Financial	N		Tier 2	Equity Conversion			Discretionary			AU	NPI	穩健型	保守型	Y	PI	積極型	  1,250 	 次順位
	Goldman Sachs Group Inc/The	PI	 	 [NEW-LINE]	 US38141GFD16	 高盛集團	GS 6 3/4 10/01/37	USD	107.9623337		113.9 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.173 	135 	T 4 02/15/34	(0.49)				5.30 		13.5 	Baa2	2013/11/14	BBB	2021/12/10	BBB+	2020/4/22	6.75	2	2024/4/1	FIXED		2007/9/26		2037/10/1	B	Subordinated	2000	US	Banks	Financial	N								Y	US	NPI	穩健型	保守型	Y	PI	積極型	  5,476 	 次順位
	Wells Fargo & Co	PI	 	 [NEW-LINE]	 US94974BFP04	 富國銀行	WFC 5 3/8 11/02/43	USD	95.06404877		101.1 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.226 	103 	T 4 1/2 02/15/44	(0.73)				5.29 		19.6 	A3	2013/11/14	BBB	2020/7/22	A-	2020/4/22	5.375	2	2024/5/2	FIXED		2013/10/21		2043/11/2	B	Subordinated	1000	US	Banks	Financial	N								Y	US	NPI	穩健型	保守型	Y	PI	積極型	  1,869 	 次順位
Cloverie PLC	Cloverie PLC	PI	 	 [NEW-LINE]	 XS1385999492	 Cloverie公開有限公司針對蘇黎	ZURNVX 5 5/8 06/24/46	USD	98.94103241		104.4 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.220 	42 	T 4 5/8 02/28/26	(0.25)			3.53 	5.28 	2.3 	22.3 	A2	2016/3/23	A+	2021/3/15	Au	2021/11/9	5.625	1	2024/6/24	VARIABLE	491.8	2016/3/18	2026/6/24	2046/6/24	C	Subordinated	200000	CH	Insurance	Financial	N									IR	NPI	穩健型	保守型	Y	PI	積極型	  1,000 	 次順位
	Morgan Stanley	PI	 	 [NEW-LINE]	 US61747YES00	 摩根士丹利	MS 5.297 04/20/37	USD	94.97157288		100.2 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.198 	153 	T 4 02/15/34	(0.40)			5.27 	5.28 	8.1 	13.1 	Baa1	2022/4/19	BBB+	2022/5/17	A-	2022/11/4	5.297	2	2024/4/20	VARIABLE	262	2022/4/18	2032/4/20	2037/4/20	C	Subordinated	1000	US	Banks	Financial	N								Y	US	NPI	穩健型	保守型	Y	PI	積極型	  2,000 	 次順位
Kingdom of Saudi Arabia	Kingdom of Saudi Arabia	NPI	 	 [NEW-LINE]	 XS2408613136	 Saudi Government Internation	KSA 3 1/4 11/17/51	USD	65.4 		70.7 	#N/A Optional parameter [SETTLE_DT] has invalid date format	(0.073)	115 	T 4 3/4 11/15/53	(1.89)				5.28 		27.7 	A1	2021/11/11		#VALUE!	A+	2023/4/5	3.25	2	2024/5/17	FIXED		2021/11/9		2051/11/17	B	Sr Unsecured	200000	SA	Sovereign	Government	N									SR	NPI	穩健型	保守型	Y	NPI	穩健型	  1,250 	 優先無擔保
	AT&T Inc	NPI	 	 [NEW-LINE]	 US00206RKA94	 AT&T公司	T 3.65 06/01/51	USD	71.35434723		76.7 	#N/A Optional parameter [SETTLE_DT] has invalid date format	(0.031)	114 	T 4 3/4 11/15/53	(1.02)			5.29 	5.28 	26.7 	27.2 	Baa2	2020/5/21	BBB	2020/5/21	BBB+	2021/3/12	3.65	2	2024/6/1	FIXED		2020/5/21	2050/12/1	2051/6/1	C	Sr Unsecured	2000	US	Telecommunications	Communications	N								Y	US	NPI	穩健型	保守型	Y	NPI	積極型	  3,000 	 優先無擔保
				 [NEW-LINE]	 USG84228FV59	 渣打集團有限公司	STANLN 6.296 07/06/34	USD	102.8504944		108.0 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.186 						5.19 	5.27 	9.3 	10.3 	A3	2023/7/3	BBB+	2023/6/29	A	2023/7/3	6.296	2	2024/7/6	VARIABLE	258	2023/6/28	2033/7/6	2034/7/6	C	Sr Unsecured	200000	GB	Banks	Financial	N									EN	NPI	穩健型	保守型	Y	NPI	積極型	  1,000 	 優先無擔保
	Vodafone Group PLC	NPI	 	 [NEW-LINE]	 US92857WBD11	 沃達豐集團公開有限公司	VOD 4 3/8 02/19/43	USD	84.0 		89.4 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.411 	104 	T 4 1/2 02/15/44	(0.68)				5.26 		18.9 	Baa2	2019/2/26	BBB	2019/8/1	BBB	2019/8/13	4.375	2	2024/8/19	FIXED		2013/2/11		2043/2/19	B	Sr Unsecured	1000	GB	Telecommunications	Communications	N									EN	NPI	穩健型	保守型	Y	NPI	積極型	  1,400 	 優先無擔保
				 [NEW-LINE]	 US68389XBZ78	 甲骨文公司	ORCL 3.65 03/25/41	USD	76.87169647		82.0 	#N/A Optional parameter [SETTLE_DT] has invalid date format	(0.006)	108 	T 4 1/2 02/15/44	(0.78)			5.30 	5.26 	16.5 	17.0 	Baa2	2022/11/7	BBB	2022/9/22	BBB	2022/11/7	3.65	2	2024/3/25	FIXED		2021/3/22	2040/9/25	2041/3/25	C	Sr Unsecured	2000	US	Software	Technology	N								Y	US	NPI	穩健型	保守型	Y	NPI	積極型	  2,250 	 優先無擔保
	AT&T Inc	NPI	 	 [NEW-LINE]	 US00206RCU41	 AT&T公司	T 5.65 02/15/47	USD	99.449		105.1 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.129 	98 	T 4 1/2 02/15/44	(1.37)			5.26 	5.26 	22.4 	22.9 	Baa2	2018/6/15	BBB	2018/6/15	BBB+	2021/3/12	5.65	2	2024/8/15	FIXED		2016/1/29	2046/8/15	2047/2/15	C	Sr Unsecured	2000	US	Telecommunications	Communications	N								Y	US	NPI	穩健型	保守型	Y	NPI	積極型	  806 	 優先無擔保
				 [NEW-LINE]	 XS2262853349	 沙烏地阿拉伯國家石油公司	ARAMCO 3 1/4 11/24/50	USD	65.9 		71.3 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.124 	114 	T 4 3/4 11/15/53	(1.03)			5.28 	5.26 	26.2 	26.7 	A1	2021/11/10		#VALUE!	A+	2023/4/13	3.25	2	2024/5/24	FIXED		2020/11/17	2050/5/24	2050/11/24	C	Sr Unsecured	200000	SA	Oil&Gas	Energy	N									SR	NPI	穩健型	保守型	Y	NPI	積極型	  2,250 	 優先無擔保
	HSBC Holdings PLC	PI	 	 [NEW-LINE]	 US404280AG49	 匯豐控股有限公司	HSBC 6 1/2 05/02/36	USD	105.0283051		111.1 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.365 	133 	T 4 02/15/34	(0.48)				5.25 		12.1 	Baa1	2021/6/8	BBB	2020/5/13	A-	2020/4/1	6.5	2	2024/5/2	FIXED		2006/4/26		2036/5/2	B	Subordinated	100000	GB	Banks	Financial	N		Tier 2							EN	NPI	穩健型	保守型	Y	PI	積極型	  1,431 	 次順位
				 [NEW-LINE]	 US458140CJ73	 英特爾	INTC 5.7 02/10/53	USD	100.81		106.7 	#N/A Optional parameter [SETTLE_DT] has invalid date format	(0.055)	104 	T 4 3/4 11/15/53	(1.06)			5.24 	5.25 	28.4 	28.9 	A3	2024/2/8	A-	2024/2/9	A-	2023/2/7	5.7	2	2024/8/10	FIXED		2023/2/7	2052/8/10	2053/2/10	C	Sr Unsecured	2000	US	Semiconductors	Technology	N								Y	US	NPI	穩健型	保守型	Y	NPI	積極型	  2,000 	 優先無擔保
	Tencent Holdings Ltd	NPI	 	 [NEW-LINE]	 US88032XAV64	 騰訊控股有限公司	TENCNT 3.24 06/03/50	USD	66.234		71.6 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.321 	113 	T 4 3/4 11/15/53	(0.19)			5.27 	5.25 	25.7 	26.2 	A1	2020/5/25	A+	2020/6/1	A+	2020/5/25	3.24	2	2024/6/3	FIXED		2020/5/27	2049/12/3	2050/6/3	C	Sr Unsecured	200000	CN	Internet	Communications	N									CI	NPI	穩健型	保守型	Y	NPI	積極型	  2,000 	 優先無擔保
	Westpac Banking Corp	PI	 	 [NEW-LINE]	 US961214EG45	 西太平洋銀行公司	WSTP 4.421 07/24/39	USD	85.82613373		91.4 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.228 	131 	T 4 02/15/34	(1.28)				5.24 		15.3 	A3	2024/3/6	BBB+	2019/10/24	A-	2020/4/7	4.421	2	2024/7/24	FIXED		2019/7/15		2039/7/24	B	Subordinated	2000	AU	Banks	Financial	N		Tier 2	Equity Conversion			Discretionary			AU	NPI	穩健型	保守型	Y	PI	積極型	  1,000 	 次順位
	AT&T Inc	NPI	 	 [NEW-LINE]	 US04650NAB01	 AT&T公司	T 5.35 09/01/40	USD	95.92142487		101.2 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.199 	102 	T 4 1/2 02/15/44	(1.00)				5.24 		16.5 	Baa2	2018/6/15	BBB	2018/6/15	BBB+	2021/3/12	5.35	2	2024/9/1	FIXED		2011/4/13		2040/9/1	B	Sr Unsecured	1000	US	Telecommunications	Communications	N								Y	US	NPI	穩健型	保守型	Y	NPI	積極型	  615 	 優先無擔保
	HSBC Holdings PLC	PI	 	 [NEW-LINE]	 US404280DC08	 匯豐控股有限公司	HSBC 4.762 03/29/33	USD	91.48112488		96.7 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.235 	155 	T 4 02/15/34	(0.22)			5.28 	5.23 	8.0 	9.0 	Baa1	2022/3/28	BBB	2022/3/23	A-	2022/3/24	4.762	2	2024/3/29	VARIABLE	253	2022/3/22	2032/3/29	2033/3/29	C	Subordinated	200000	GB	Banks	Financial	N		Tier 2							EN	NPI	穩健型	保守型	Y	PI	積極型	  2,000 	 次順位
	Standard Chartered PLC	PI	 	 [NEW-LINE]	 XS2428496710	 渣打集團有限公司	STANLN 3.603 01/12/33	USD	83.128		88.7 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.123 	172 	T 4 02/15/34	(0.51)			5.41 	5.23 	7.8 	8.8 	Baa2	2022/1/10	BBB-	2022/1/7	BBB+	2022/7/6	3.603	2	2024/7/12	VARIABLE	190	2022/1/5	2032/1/12	2033/1/12	C	Subordinated	200000	GB	Banks	Financial	N		Tier 2							EN	NPI	穩健型	保守型	Y	PI	積極型	  750 	 次順位
				 [NEW-LINE]	 US126650CY46	 CVS保健公司	CVS 4.78 03/25/38	USD	89.104		95.9 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.360 	128 	T 4 02/15/34	(3.04)			5.21 	5.20 	13.5 	14.0 	Baa2	2018/11/28	BBB	2018/3/6		#VALUE!	4.78	2	2024/3/25	FIXED		2018/3/6	2037/9/25	2038/3/25	C	Sr Unsecured	2000	US	Pharmaceuticals	Consumer, Non-cyclical	N								Y	US	NPI	穩健型	保守型	Y	NPI	穩健型	  5,000 	 優先無擔保
	National Australia Bank Ltd	PI	 	 [NEW-LINE]	 USQ6535DBH63	 澳洲國民銀行	NAB 6.429 01/12/33	USD	103.418		108.6 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.343 	139 	T 4 02/15/34	(0.72)				5.19 		8.8 	A3	2024/3/6	BBB+	2023/1/16	A-	2023/1/6	6.429	2	2024/7/12	FIXED		2023/1/4		2033/1/12	B	Subordinated	250000	AU	Banks	Financial	N		Tier 2							AU	NPI	穩健型	保守型	Y	PI	穩健型	  1,250 	 次順位
				 [NEW-LINE]	 US59156RCC07	 大都會人壽	MET 5 07/15/52	USD	91.90972137		97.2 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.221 	99 	T 4 3/4 11/15/53	(1.24)			5.19 	5.19 	27.8 	28.3 	A3	2022/7/7	A-	2022/7/21	A-	2022/7/8	5	2	2024/7/15	FIXED		2022/7/7	2052/1/15	2052/7/15	C	Sr Unsecured	2000	US	Insurance	Financial	N								Y	US	NPI	穩健型	保守型	Y	NPI	積極型	  1,000 	 優先無擔保
	AT&T Inc	NPI	 	 [NEW-LINE]	 US00206RBH49	 AT&T公司	T 4.3 12/15/42	USD	84.232		89.7 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.269 	94 	T 4 1/2 02/15/44	(1.09)			5.18 	5.16 	18.2 	18.7 	Baa2	2018/6/15	BBB	2018/6/15	BBB+	2021/3/12	4.3	2	2024/6/15	FIXED		2013/5/15	2042/6/15	2042/12/15	C	Sr Unsecured	1000	US	Telecommunications	Communications	N								Y	US	NPI	穩健型	保守型	Y	NPI	積極型	  1,297 	 優先無擔保
	Vodafone Group PLC	NPI	 	 [NEW-LINE]	 US92857WAQ33	 沃達豐集團公開有限公司	VOD 6.15 02/27/37	USD	103.9 		109.3 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.188 	123 	T 4 02/15/34	(0.82)				5.16 		12.9 	Baa2	2019/2/26	BBB	2019/8/1	BBB	2019/8/13	6.15	2	2024/8/27	FIXED		2007/2/20		2037/2/27	B	Sr Unsecured	1000	GB	Telecommunications	Communications	N									EN	NPI	穩健型	保守型	Y	NPI	穩健型	  1,700 	 優先無擔保
ANZ Group Holdings Ltd	ANZ Group Holdings Ltd	PI	 	 [NEW-LINE]	 USQ0954PVM14	 澳盛銀行集團股份有限公司	ANZ 6.742 12/08/32	USD	105.802		111.0 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.342 	134 	T 4 02/15/34	(0.66)				5.15 		8.7 	A3	2024/3/6	BBB+	2022/12/8	A-	2022/12/8	6.742	2	2024/6/8	FIXED		2022/11/29		2032/12/8	B	Subordinated	200000	AU	Banks	Financial	N		Tier 2	Equity Conversion			Discretionary			AU	NPI	穩健型	保守型	Y	PI	積極型	  1,250 	 次順位
	AT&T Inc	NPI	 	 [NEW-LINE]	 US00206RKE17	 AT&T公司	T 3.3 02/01/52	USD	67.117		72.8 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.120 	101 	T 4 3/4 11/15/53	(1.39)			5.17 	5.15 	27.4 	27.9 	Baa2	2020/7/27	BBB	2020/7/27	BBB+	2021/3/12	3.3	2	2024/8/1	FIXED		2020/7/27	2051/8/1	2052/2/1	C	Sr Unsecured	2000	US	Telecommunications	Communications	N								Y	US	NPI	穩健型	保守型	Y	NPI	積極型	  969 	 優先無擔保
				 [NEW-LINE]	 US55608KBN46	 麥格理集團有限公司	MQGAU 5.887 06/15/34	USD	100.509		105.8 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.223 						5.08 	5.14 	9.2 	10.2 	A1	2024/3/6	BBB+	2023/6/8	A	2023/6/9	5.887	2	2024/6/15	VARIABLE	238	2023/6/5	2033/6/15	2034/6/15	C	Sr Unsecured	2000	AU	Banks	Financial	N									AU	NPI	穩健型	保守型	Y	NPI	穩健型	  750 	 優先無擔保
	3M Co	PI	 	 [NEW-LINE]	 US88579YBD22	 3M	MMM 4 09/14/48	USD	78.985672		84.3 	#N/A Optional parameter [SETTLE_DT] has invalid date format	(0.088)	98 	T 4 3/4 11/15/53	(1.17)			5.14 	5.13 	24.0 	24.5 	A3	2023/12/4	BBB+ *-	2023/8/30	A-	2024/1/22	4	2	2024/9/14	FIXED		2018/9/11	2048/3/14	2048/9/14	C	Sr Unsecured	2000	US	Miscellaneous Manufactur	Industrial	N								Y	US	NPI	穩健型	保守型	Y	PI	積極型	  1,150 	 優先無擔保
	AT&T Inc	NPI	 	 [NEW-LINE]	 US00206RJZ64	 AT&T公司	T 3 1/2 06/01/41	USD	76.50175476		81.5 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.179 	94 	T 4 1/2 02/15/44	(0.87)			5.17 	5.13 	16.7 	17.2 	Baa2	2020/5/21	BBB	2020/5/21	BBB+	2021/3/12	3.5	2	2024/6/1	FIXED		2020/5/21	2040/12/1	2041/6/1	C	Sr Unsecured	2000	US	Telecommunications	Communications	N								Y	US	NPI	穩健型	保守型	Y	NPI	積極型	  2,500 	 優先無擔保
				 [NEW-LINE]	 USH42097DT18	 瑞銀集團公司	UBS 5.959 01/12/34	USD	101.13		106.4 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.207 						5.04 	5.12 	8.8 	9.8 	A3	2023/11/15	A-	2023/1/3	A	2023/6/12	5.959	2	2024/7/12	VARIABLE	220	2023/1/3	2033/1/12	2034/1/12	C	Sr Unsecured	200000	CH	Banks	Financial	N									SZ	NPI	穩健型	保守型	Y	NPI	積極型	  2,250 	 優先無擔保
				 [NEW-LINE]	 US458140BG44	 英特爾	INTC 3.734 12/08/47	USD	75.735		81.3 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.127 	86 	T 4 1/2 02/15/44	(1.38)			5.12 	5.10 	23.2 	23.7 	A3	2024/2/8	A-	2024/2/9	A-	2023/2/2	3.734	2	2024/6/8	FIXED		2018/5/10	2047/6/8	2047/12/8	C	Sr Unsecured	2000	US	Semiconductors	Technology	N								Y	US	NPI	穩健型	保守型	Y	NPI	積極型	  1,944 	 優先無擔保
				 [NEW-LINE]	 US459200KZ37	 國際商業機器	IBM 5.1 02/06/53	USD	94.62754059		100.1 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.049 	89 	T 4 3/4 11/15/53	(1.42)			5.09 	5.09 	28.4 	28.9 	A3	2023/2/1	A-	2023/2/21	A-	2023/11/29	5.1	2	2024/8/6	FIXED		2023/1/30	2052/8/6	2053/2/6	C	Sr Unsecured	100000	US	Computers	Technology	N								Y	US	NPI	穩健型	保守型	Y	NPI	積極型	  650 	 優先無擔保
